time,A,B,C,D
2020-01-01 00:00:00,0.16615016401733076,0.10601786027226612,0.0404511705560703,0.007954027836877837
2020-01-01 01:00:00,0.17281583612182352,0.10967500201520547,0.04047424217230548,0.0102710183284614
2020-01-01 02:00:00,0.17668611334352702,0.1080628178094258,0.02654417692028496,0.007140578435585196
2020-01-01 03:00:00,0.1692818384947361,0.11198995457032708,0.011163033083153112,0.002791954718222212
2020-01-01 04:00:00,0.16139396465651007,0.12772054691807774,0.0012173307618099732,0.0009732549487147883
2020-01-01 05:00:00,0.15376002485146986,0.13946134375474267,0.0002994211808417774,0.0003842051867438051
2020-01-01 06:00:00,0.14468986303683742,0.13963582815203676,0.00017973261860838825,0.0001071773919309309
2020-01-01 07:00:00,0.14051594631431377,0.12990544102680865,0.00011933050754986485,3.248579417698515e-05
2020-01-01 08:00:00,0.1126424847937136,0.09663766369016163,0.0010735440087404058,1.524900061063522e-05
2020-01-01 09:00:00,0.04938086188601476,0.05914245570712142,2.8545960644646267e-05,4.1851613461552367e-07
2020-01-01 10:00:00,0.0645778650136762,0.06531621919965581,0.00019696072891568038,4.7905474258515035e-08
2020-01-01 11:00:00,0.07180394223988217,0.06388835199470766,0.0026334248623022314,4.7561949029079193e-05
2020-01-01 12:00:00,0.07773931912089671,0.057657290520430456,0.00552364491417339,0.00030119385862570954
2020-01-01 13:00:00,0.06245356895168834,0.03844906547902359,0.009465608974546357,0.0006588702973043201
2020-01-01 14:00:00,0.04513717088724817,0.027148015359686622,0.011870041318631255,0.0022484956776164422
2020-01-01 15:00:00,0.032608403801567494,0.02298917664028543,0.0061700236574535414,0.0022678801380798105
2020-01-01 16:00:00,0.02799400037169144,0.0252854527094366,0.00322690373957497,0.002546713283024468
2020-01-01 17:00:00,0.029617289886429865,0.0274397486101763,0.005355718011001552,0.006080052613860785
2020-01-01 18:00:00,0.05690528388534476,0.043309198249997745,0.0121492128792799,0.0254142775863796
2020-01-01 19:00:00,0.08837672909695127,0.06472964473980639,0.01988677029378185,0.04026185238085403
2020-01-01 20:00:00,0.12065914818785947,0.0861990256355535,0.024566331093043556,0.05398093370148492
2020-01-01 21:00:00,0.14610935987152465,0.10378089374623413,0.026852401880099748,0.043646401342343454
2020-01-01 22:00:00,0.16960140000861482,0.1334978754657283,0.028876993646776934,0.017006624144110746
2020-01-01 23:00:00,0.1769290576249923,0.14397912085116157,0.030009308806406843,0.013052922764882931
2020-01-02 00:00:00,0.18662752338159588,0.15371541535393976,0.031174283516112695,0.014031542225951333
2020-01-02 01:00:00,0.20596828946844215,0.16718866355066156,0.029938712799122077,0.01175666577677049
2020-01-02 02:00:00,0.22015820483923876,0.18161303798974285,0.022339581717679306,0.008582570204467762
2020-01-02 03:00:00,0.22157605118562776,0.18450719535945295,0.010055552773899374,0.005569839716123277
2020-01-02 04:00:00,0.22031548531040893,0.18834010318822741,0.0030606999905656742,0.002006270293520717
2020-01-02 05:00:00,0.20881462199137193,0.18400484936580463,0.0018295482264407339,0.0010634190552555724
2020-01-02 06:00:00,0.19416143911707795,0.17653236927957303,0.002671176526268576,0.0012777392490849924
2020-01-02 07:00:00,0.18211640422624895,0.16028567424142215,0.00886582161322006,0.00378021174977652
2020-01-02 08:00:00,0.1410089354779127,0.12125167026657452,0.012966997358931705,0.005725766722560101
2020-01-02 09:00:00,0.06708447721557347,0.08827457913436981,0.0005021800055624485,0.003669248177444568
2020-01-02 10:00:00,0.07849716515608318,0.10174873479678512,0.005271759277764378,0.008962993533110414
2020-01-02 11:00:00,0.0691608694757848,0.09052006257786183,0.011746505064001881,0.009951211314796591
2020-01-02 12:00:00,0.06057702863384778,0.06418639407471544,0.015590060938407682,0.006780612503474238
2020-01-02 13:00:00,0.039380657665286506,0.04234806403342363,0.012255379297063405,0.0019080491348544054
2020-01-02 14:00:00,0.02447733100152292,0.03368229874647119,0.005093604662481651,0.0004608338021029255
2020-01-02 15:00:00,0.018373611739874837,0.029887672837207203,0.000990494712258415,0.00017228565790506072
2020-01-02 16:00:00,0.020635015791790442,0.030907278035094826,0.0006359750979601082,0.00013907011026179894
2020-01-02 17:00:00,0.03170502014383411,0.036662346449959006,0.0008036942209539994,0.0002337266372611056
2020-01-02 18:00:00,0.07406935890379349,0.06166946716736896,0.005103321507489285,0.0011140336444641064
2020-01-02 19:00:00,0.1335719852451096,0.10494377296808671,0.014210809823949181,0.002144474246694322
2020-01-02 20:00:00,0.17350831934481767,0.14220649533893492,0.020735593016589223,0.0028947608027953737
2020-01-02 21:00:00,0.19491911095782274,0.16343412943869678,0.021854591165625947,0.004712358052040798
2020-01-02 22:00:00,0.19577413770767974,0.17157248370370481,0.038446877677278564,0.020054749691307636
2020-01-02 23:00:00,0.1984794040022734,0.17658093419507923,0.049993736560420866,0.02909927060245501
2020-01-03 00:00:00,0.20035536449857075,0.17648370564421295,0.05860951099088505,0.03733570553395701
2020-01-03 01:00:00,0.20663107957969631,0.18218893096307398,0.06536302554764135,0.04327470930137957
2020-01-03 02:00:00,0.2158440694542799,0.200454332252561,0.0659169117560204,0.04556677531667768
2020-01-03 03:00:00,0.21426693908539932,0.21400400349165588,0.06074624882183797,0.056133659812020155
2020-01-03 04:00:00,0.21084981134773928,0.22403492804823202,0.05917616194206359,0.0884690096517099
2020-01-03 05:00:00,0.2118615887566537,0.22814943316342579,0.06113752686582548,0.10662855465790778
2020-01-03 06:00:00,0.2119917670765907,0.23445175187271214,0.06771235716536612,0.10874681344849617
2020-01-03 07:00:00,0.1949444412873945,0.22600797297823189,0.07079370991273275,0.10913767429244335
